symbolObject
LKOH
NVTK
VTBR
SBERP
SBER
HYDR
MOEX
CHMF
FEES
GAZP
GMKN
ROSN
SNGS
TRNFP
MAGN
MTSS
NLMK
SNGSP
TATN
RTKMP
TATNP
LSRG
TRMK
AFKS
IRAO
MSRS
MSNG
MSTT
UPRO
VSMO
AFLT
AKRN
MGNT
MVID
NMTP
SVAV
PIKK
RASP
RTKM
MTLR
SIBN
MTLRP
BANE
BANEP
ALRS
PHOR
PLZL
BISVP
YAENP
OMZZP
WTCMP
LNZLP
LSNGP
MAGEP
MGTSP
NKNCP
JNOSP
KCHEP
KROTP
TORSP
VGSBP
RTSBP
STSBP
TASBP
TGKBP
KRSBP
NNSBP
PMSBP
KRSB
RTSB
GCHE
APTK
ARSA
BLNG
DVEC
KLSB
MRKC
MRKP
MRSB
MRKS
MRKK
MRKZ
MRKU
MRKV
MRKY
NNSB
OGKB
ELFV
KFBA
PMSB
RZSB
STSB
TASB
TTLK
TGKA
TGKN
TGKB
TORS
UKUZ
UTAR
VGSB
ASSB
CHKZ
CNTL
FESH
IRKT
JNOS
KCHE
KMAZ
KOGK
KROT
KBSB
KMEZ
LNZL
LSNG
MAGE
CHMK
MGTS
NKNC
RKKE
ROST
SYNG
TUZA
WTCM
YAEN
AQUA
VLHZ
DIOD
ISKJ
BSPB
AVAN
PRMB
DZRD
LIFE
RBCM
DZRDP
NFAZ
SELG
SAGO
SAGOP
CNTLP
RUSI
SARE
SAREP
MISB
MISBP
KZOS
KZOSP
LPES
IGST
VSBC
KRKN
PAZA
YRSB
IGSTP
VSBCP
KRKNP
YRSBP
ZILL
VJGZ
URSB
YAKG
ZVEZ
VJGZP
KUAZ
GAZA
BRZL
CHGZ
NKSH
NAUK
NSVZ
KUAZP
HIMCP
KRKOP
UNKL
URKZ
PRFN
KUZB
VSSZ
VSSZP
KGKG
ABRD
KGKCP
RTGZ
LVHK
ROLO
UNAC02
RODB
RGSS
MFGS
MFGSP
UWGN
TNSE
CBOM
NKHP
SFIN
RNFT
SLEN
EELT
GTRK
GAZAP2
SBMX
GEMA
ENPG
VTBL
AKMB
RUAL
FLOT
SMLT
SVET
AKME
BSPBP
SGZH
AMRE
UMGMK
RENI
SPBE
LENT
POSI
AKGD
SBMMSR
AKMM
WUSH
AKQU
Genco
CARM
SOFL
ASTR
MKPAOVK
HNFG
EUTR
UGLD
SVCB
MGKL
AMNR
SBFR
DELI
DIAS
KLVZ
T
LEAS
SBLBE
ZAYM
MBNK
SVETP
UKPRSV6170
IVAT
ELMT
MDMGIAO
YDEX
VSEH
PRMD
SIPO
APRI
X5
HEAD
AKIE
DATA
FINAM6459
OZPH
AKFB
LMBZ
AKHT
UKPRSV6626
RAGR
AMFL
CNRU
AKMP
AMGB
CASH
AKBC
PSGM
FIXR
ETLN
AMGL
PSRE
AKCN
AKFN
FMBR
GLRX
DOMRF
